id,resume_url,has_fnb_experience,has_retail_experience,relevant_experience_years,has_waiter_or_service_role,has_baker_or_cake_decorator_role,has_retail_supervisor_role,has_sales_assistant_role
1180,,-,-,-,-,-,-,-
6459,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/55eedd2e-f2f6-4cca-a48d-2f77e2fb2de4.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
12779,,-,-,-,-,-,-,-
27231,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/faa9ba634584c50165c34acc32bffbdfd8832539483b640287b884074399fae1.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
45851,,-,-,-,-,-,-,-
53849,,-,-,-,-,-,-,-
79350,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/369197f1-f4c4-4462-a9d6-69f80cc694cc.pdf,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
83137,,-,-,-,-,-,-,-
109138,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/6c16819df9a87a843f12dafb97d1ce995e68ae23e1116a97de3fc802cea4e8a8.pdf,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE
111992,,-,-,-,-,-,-,-
113205,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/4f835a97-056a-41dd-b6da-f68da2bcd903.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
113348,,-,-,-,-,-,-,-
125549,,-,-,-,-,-,-,-
126140,,-,-,-,-,-,-,-
130406,,-,-,-,-,-,-,-
153119,,-,-,-,-,-,-,-
157023,,-,-,-,-,-,-,-
169545,,-,-,-,-,-,-,-
170508,,-,-,-,-,-,-,-
181787,,-,-,-,-,-,-,-
186479,,-,-,-,-,-,-,-
190551,,-,-,-,-,-,-,-
192050,,-,-,-,-,-,-,-
283145,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/b3684555-a26f-4b67-8d9c-d81cccc3b12e.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
544470,,-,-,-,-,-,-,-
686340,,-,-,-,-,-,-,-
695050,,-,-,-,-,-,-,-
702475,,-,-,-,-,-,-,-
823824,,-,-,-,-,-,-,-
831463,,-,-,-,-,-,-,-
833233,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/bc7303eb497c6dae38f0b7f1a4377e6cf29a34422b33fd614cf69c7a4050e222.pdf,TRUE,TRUE,0,FALSE,FALSE,TRUE,FALSE
834363,,-,-,-,-,-,-,-
847161,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/80f211a9636761617ab12f2d86425afe4f7b0b55c2eecc8d1c918d20477e5754.pdf,TRUE,TRUE,4,TRUE,FALSE,FALSE,TRUE
848999,,-,-,-,-,-,-,-
856217,,-,-,-,-,-,-,-
858053,,-,-,-,-,-,-,-
858841,,-,-,-,-,-,-,-
865386,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/05330f551f56a47ae6dd42665b2c58f069af4b7f61fe6ca462bba9d6f25b6f5b.pdf,FALSE,TRUE,8,FALSE,FALSE,FALSE,TRUE
872497,,-,-,-,-,-,-,-
874967,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/c83a39d8-395b-4914-9b35-cae2eda542ff.pdf,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
876635,,-,-,-,-,-,-,-
882992,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/68dd34a56be75a4679731b4eb47b7af405a5320f823b7018ab544daecb2c3134.pdf,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE
884905,,-,-,-,-,-,-,-
884991,,-,-,-,-,-,-,-
885111,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/44a92b8c1f824b34ab6a2d834a94c3ab7135f738ed0edc2bda6c1846717764ca.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
886681,,-,-,-,-,-,-,-
895970,,-,-,-,-,-,-,-
896504,,-,-,-,-,-,-,-
897409,,-,-,-,-,-,-,-
899513,,-,-,-,-,-,-,-
900974,,-,-,-,-,-,-,-
905020,,-,-,-,-,-,-,-
907013,,-,-,-,-,-,-,-
907558,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/ae6d011b4b2082d0b03b6d596b4343d4e65b090254f1eaf74a72fe62520104a3.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
911963,,-,-,-,-,-,-,-
914732,,-,-,-,-,-,-,-
918605,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/3d320b167757a092ad1afa0632a44fe6b46ea552bb4294343805f10d6c43aee9.pdf,FALSE,TRUE,12,FALSE,FALSE,TRUE,FALSE
923966,,-,-,-,-,-,-,-
931061,,-,-,-,-,-,-,-
931451,,-,-,-,-,-,-,-
933031,,-,-,-,-,-,-,-
934414,,-,-,-,-,-,-,-
937218,,-,-,-,-,-,-,-
938367,,-,-,-,-,-,-,-
941102,,-,-,-,-,-,-,-
944391,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/c3ad478a765161f4d1767be4ee10ac67d011c547a58cc569acdd3020bf862823.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
945942,,-,-,-,-,-,-,-
946617,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/16deae67-1c34-4a04-b665-e0113821117b.pdf,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE
946922,,-,-,-,-,-,-,-
952533,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/643fd2897eaa161447063dac33ec8a7458a8212a06f99f6b73b0b1a827f9e3a9.pdf,TRUE,TRUE,4,TRUE,FALSE,TRUE,FALSE
954003,,-,-,-,-,-,-,-
955443,,-,-,-,-,-,-,-
959617,,-,-,-,-,-,-,-
959827,,-,-,-,-,-,-,-
962833,,-,-,-,-,-,-,-
963089,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/807f3aa98bf38dda9a4b427d9f862ce278c6177375a5135bcea3bde7d444cca4.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
963153,,-,-,-,-,-,-,-
964514,,-,-,-,-,-,-,-
965037,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/2817726b-3690-44e5-93a7-14c375b33ebf.pdf,TRUE,TRUE,7,TRUE,FALSE,FALSE,FALSE
965521,,-,-,-,-,-,-,-
966901,,-,-,-,-,-,-,-
967262,,-,-,-,-,-,-,-
968695,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/9a9c71c7a0fec4c38eea3a2626b73ae79f3b46a3c6e1e6a79fe7d9c2811b5ae6.pdf,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
982909,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/83c59cee-0433-4fe0-b65e-2c773f892672.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
987123,,-,-,-,-,-,-,-
987579,,-,-,-,-,-,-,-
987819,,-,-,-,-,-,-,-
995123,,-,-,-,-,-,-,-
995653,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/61b73fc7659b5252a323cb081c899c3203bfe2ab863c35e3a818bdc1ef2f94ae.pdf,FALSE,TRUE,0,FALSE,FALSE,FALSE,TRUE
1001479,,-,-,-,-,-,-,-
1002214,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/b4f2e42a-2e7e-46d3-9186-aabd923a6713.pdf,-,-,-,-,-,-,-
1002346,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/23d02150268a91c33a58671d706e2db0b3099884ea2c257a80109a0b814daa06.pdf,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE
1003273,,-,-,-,-,-,-,-
1004627,,-,-,-,-,-,-,-
1005235,,-,-,-,-,-,-,-
1005750,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/f0fe17d0f52df932207a097daac7fa6ed33fc77b87683a0a3e91574517382ee6.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1007098,,-,-,-,-,-,-,-
1008021,,-,-,-,-,-,-,-
1008205,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/119baeef72e98c9a5253fe40268c4fc30fa5faa42b066d77aaa2ebd4f6303e9a.pdf,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
1010436,,-,-,-,-,-,-,-
1014131,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/04604f08-14dd-4fa9-a9be-7b77f57750ae.pdf,-,-,-,-,-,-,-
1018435,,-,-,-,-,-,-,-
1020983,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/3eaa0188df119212e1e0120c255c8f60389ca9645626194c932e2ac5530e413f.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1022227,,-,-,-,-,-,-,-
1024306,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/969bbd23-fd89-4d35-8cf8-92a956f61940.pdf,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE
1025356,,-,-,-,-,-,-,-
1026007,,-,-,-,-,-,-,-
1026017,,-,-,-,-,-,-,-
1028382,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/64cc1250015fd636bd4435ef2e6be8312730c5c536d034dd8539bb2f363ea816.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1029073,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/69ba02eebd4ee96e055dab602b535b4406eac5c2acb9ce89890a056855931776.pdf,FALSE,TRUE,0,FALSE,FALSE,FALSE,TRUE
1032188,,-,-,-,-,-,-,-
1033689,,-,-,-,-,-,-,-
1035343,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/4d8e845f3ba3d7a4ce6402bb4975145bec136956cab7dee38fd6810316a19093.pdf,-,-,-,-,-,-,-
1036186,,-,-,-,-,-,-,-
1039265,,-,-,-,-,-,-,-
1039434,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/90ab142665fa7814bcac4db93d4dbf430a482c30324ec64a62958aeea4e31c86.pdf,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE
1040460,,-,-,-,-,-,-,-
1041335,,-,-,-,-,-,-,-
1043193,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/2028311a-97b5-474d-8918-0b186670ff43.pdf,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE
1043220,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/88d2b1b9d108ea7fc9d534ccff8e6f7cf7280031a1381148f5b0ba1d3e4f0474.pdf,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
1045319,,-,-,-,-,-,-,-
1045360,,-,-,-,-,-,-,-
1046916,,-,-,-,-,-,-,-
1052074,,-,-,-,-,-,-,-
1053848,,-,-,-,-,-,-,-
1054809,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/45de2d632a9edc805be505aea1bce6958ef5d33585d66eb74828059816b1ef45.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1057914,,-,-,-,-,-,-,-
1059613,,-,-,-,-,-,-,-
1059675,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/f676ca53332d900f75cab10e48d95a1b806694bdd234b0a1c11f42f5ae5a7d0a.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1060259,,-,-,-,-,-,-,-
1061708,,-,-,-,-,-,-,-
1061753,,-,-,-,-,-,-,-
1063422,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/878d72d6-ea45-4705-ae2f-f3f51682381d.pdf,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
1064089,,-,-,-,-,-,-,-
1064725,,-,-,-,-,-,-,-
1067720,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/ab292b21-e194-40f6-8be4-a99983f43c08.pdf,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE
1068839,,-,-,-,-,-,-,-
1069442,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/139ed31c-0b76-473a-a406-d2ac99b71faa.pdf,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
1071042,,-,-,-,-,-,-,-
1074423,,-,-,-,-,-,-,-
1075581,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/3c635848e34135e93b2ff6d81225721c1ba2b9796c8f90b68d0feaf53b5255c1.pdf,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE
1075701,,-,-,-,-,-,-,-
1076412,,-,-,-,-,-,-,-
1076795,,-,-,-,-,-,-,-
1080458,,-,-,-,-,-,-,-
1081447,,-,-,-,-,-,-,-
1083152,,-,-,-,-,-,-,-
1084878,,-,-,-,-,-,-,-
1086540,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/4868e7b93cf8aa9f5e38df579d2214ac481bae0d5f1e7acc53b015470ff1fca9.pdf,TRUE,TRUE,6,TRUE,FALSE,FALSE,FALSE
1097635,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/fbbea8fe9cc654a9d81ec56c3ff0c0adadfc56aa4e00f48f4aa0be75c1586a52.pdf,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE
1098801,,-,-,-,-,-,-,-
1099326,,-,-,-,-,-,-,-
1100614,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/b30ea2320884bb35df4d22fa073806bb18b3620cbf11f6c422365282df857be6.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1103210,,-,-,-,-,-,-,-
1104265,,-,-,-,-,-,-,-
1104457,,-,-,-,-,-,-,-
1109950,,-,-,-,-,-,-,-
1112939,,-,-,-,-,-,-,-
1116073,,-,-,-,-,-,-,-
1119475,,-,-,-,-,-,-,-
1120902,,-,-,-,-,-,-,-
1122799,,-,-,-,-,-,-,-
1124799,,-,-,-,-,-,-,-
1128384,,-,-,-,-,-,-,-
1129202,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/4013059be2c49e77868d4763bb0ca5dcb547f9102cfb30aa42850d8943deb3cf.pdf,FALSE,TRUE,0,FALSE,FALSE,FALSE,TRUE
1129736,,-,-,-,-,-,-,-
1134076,,-,-,-,-,-,-,-
1134650,,-,-,-,-,-,-,-
1135154,,-,-,-,-,-,-,-
1138290,,-,-,-,-,-,-,-
1144576,,-,-,-,-,-,-,-
1149159,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/70112331e277bbd37a62023779e8d56a7a5b21b1e8dd34f40ef7377e40038339.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1150871,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/cdc78e76-5812-4fbf-b69a-feb73cd3b15b.pdf,-,-,-,-,-,-,-
1154978,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/6e86d3f9-c075-4234-b87f-679d8fea6d7b.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1155433,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/b19f44d1c32ef3f1104d0cf910c877ae3214ccbe05f78586f0f1f742d20fe852.pdf,FALSE,TRUE,3,FALSE,FALSE,TRUE,FALSE
1155684,,-,-,-,-,-,-,-
1156679,,-,-,-,-,-,-,-
1163657,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/4b4ab44fe361acfc1d7974ff507b344f5dbe693fdb4f0328664efe6d4a2b4949.pdf,-,-,-,-,-,-,-
1164998,,-,-,-,-,-,-,-
1166482,,-,-,-,-,-,-,-
1170420,,-,-,-,-,-,-,-
1173648,,-,-,-,-,-,-,-
1174230,,-,-,-,-,-,-,-
1177429,,-,-,-,-,-,-,-
1185528,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/ffbae9c5ea14cae8842ac26ca8ee46c67ddced8a65dc938a1deca2337142cbe8.pdf,TRUE,FALSE,6,FALSE,FALSE,FALSE,TRUE
1185955,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/335e4389ab88e194db01caaf498c5acda4e2a22703b392779658f68013eafc9b.pdf,TRUE,FALSE,2,TRUE,FALSE,FALSE,TRUE
1188066,,-,-,-,-,-,-,-
1189405,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/58be9a79cd562056ff85f6335267c790a32ec914b7cc6f7fd52a7f323d748296.pdf,TRUE,TRUE,6,FALSE,FALSE,FALSE,FALSE
1190917,,-,-,-,-,-,-,-
1191682,,-,-,-,-,-,-,-
1196374,,-,-,-,-,-,-,-
1196390,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/60ba1111874b170d896f7cd722498fb643e389bfb9d52e7fbc9114e06846ff37.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1196924,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/1e9619ca08240cdb00e71a8d694b73451928d82fde51215de2374b19df0ecbcf.pdf,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE
1196932,,-,-,-,-,-,-,-
1197434,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/49183de3-d39c-4e72-9710-7fef8703b454.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1204487,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/c74ab2fb01a867bd5a0bc9074f7c3a27a5cfe5a967131b2bc49ae107e92fdd07.pdf,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
1227743,,-,-,-,-,-,-,-
1228566,,-,-,-,-,-,-,-
1230193,,-,-,-,-,-,-,-
1232388,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/aa1a9629-cc20-4eaa-9939-e2eee8bcff99.pdf,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE
1232932,,-,-,-,-,-,-,-
1235848,,-,-,-,-,-,-,-
1241051,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/fed30d6d-61ae-404f-92a4-f6aa060d1bd7.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1242321,,-,-,-,-,-,-,-
1248675,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/663ba8dd-7561-44e0-a8aa-893b98c99b00.pdf,-,-,-,-,-,-,-
1252081,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/0a3866bd310d951b03739c6b40b2df45bcf2f39ea515e885aa1c0ad685edc6ed.pdf,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE
1253238,,-,-,-,-,-,-,-
1256098,,-,-,-,-,-,-,-
1258846,,-,-,-,-,-,-,-
1261315,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/7b3ef03f2a502ff3804b18945b53362288d1c97d6d0bb03b7e455261152a5c48.pdf,TRUE,TRUE,6,TRUE,FALSE,TRUE,FALSE
1261830,,-,-,-,-,-,-,-
1270813,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/c30999af2dc7f15370461ea6c9d8b5302051487dcc1559e3ef73c6f2c6229e6e.pdf,FALSE,TRUE,0,FALSE,FALSE,TRUE,FALSE
1270881,,-,-,-,-,-,-,-
1272484,,-,-,-,-,-,-,-
1272714,,-,-,-,-,-,-,-
1277478,,-,-,-,-,-,-,-
1283371,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/22b1ecdd-8c5f-48a2-91fc-c9198d74f36c.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1284907,,-,-,-,-,-,-,-
1286663,,-,-,-,-,-,-,-
1293058,,-,-,-,-,-,-,-
1299629,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/bde602a621d17da10e36e65721318086d64c0f0e42320d82bf738fe213458249.pdf,TRUE,TRUE,0,FALSE,FALSE,TRUE,FALSE
1302851,,-,-,-,-,-,-,-
1303285,,-,-,-,-,-,-,-
1305343,,-,-,-,-,-,-,-
1306436,,-,-,-,-,-,-,-
1307064,,-,-,-,-,-,-,-
1311315,,-,-,-,-,-,-,-
1315818,,-,-,-,-,-,-,-
1316007,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/770605d7-aa5a-4977-8c20-97924eff06db.pdf,TRUE,FALSE,4,FALSE,TRUE,FALSE,FALSE
1319802,,-,-,-,-,-,-,-
1320298,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/cf5d11d2-116b-44d2-ab10-f437e69e064e.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1322646,,-,-,-,-,-,-,-
1327459,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/eba59e06-3170-4342-857b-71258e7a6aac.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1340537,,-,-,-,-,-,-,-
1341400,,-,-,-,-,-,-,-
1342845,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/b87014ad-0770-4644-b0bf-03cbf37f14a2.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1344240,,-,-,-,-,-,-,-
1345978,,-,-,-,-,-,-,-
1351290,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/6d62e539-d6ab-465f-81b2-daf81cea6734.pdf,FALSE,TRUE,0,FALSE,FALSE,TRUE,FALSE
1356891,,-,-,-,-,-,-,-
1361405,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/e637b2fe-7726-47c5-b465-135a11b1f739.pdf,TRUE,TRUE,9,FALSE,FALSE,TRUE,FALSE
1362598,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/cb575fdb211619aa5c2a5d52ca48da2dab74c215cfbb1d9373dd968ebcd03be3.pdf,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE
1373478,,-,-,-,-,-,-,-
1374247,,-,-,-,-,-,-,-
1374458,,-,-,-,-,-,-,-
1375465,,-,-,-,-,-,-,-
1377902,,-,-,-,-,-,-,-
1383501,,-,-,-,-,-,-,-
1384189,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/eecae52f-5d88-4068-82b2-cce37a8280a6.pdf,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE
1388397,,-,-,-,-,-,-,-
1389518,,-,-,-,-,-,-,-
1393383,,-,-,-,-,-,-,-
1395941,,-,-,-,-,-,-,-
1398932,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/10cccf0a-c7db-4ab1-a086-3d3e7f9c4525.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1399730,,-,-,-,-,-,-,-
1401795,,-,-,-,-,-,-,-
1404435,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/b31fa881567ce96446a352d1461614743a650741ae991d64772dc6e5f62c0125.pdf,TRUE,TRUE,5,TRUE,FALSE,TRUE,FALSE
1405920,,-,-,-,-,-,-,-
1410206,,-,-,-,-,-,-,-
1425688,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/376838bfdb8622003ec49ee6b4ecffaff7f9d477c04aeed768a1af06e54e983a.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1427419,https://flutter-uploads-production.s3-ap-southeast-1.amazonaws.com/gogetter_resume/5a8eeb6a30347bdc91e5533d10126222b26183b5754226b5b6d8ac6223038d7a.pdf,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE
1430480,,-,-,-,-,-,-,-
1430680,,-,-,-,-,-,-,-
1434137,,-,-,-,-,-,-,-
